ReadID	maxG1	maxG2	genome	chr_G1	pos_G1	chrG2	posG2	group
SRR6485325.131138	-10	-10	undetermined	H1_chr5	40954349	H2_chr5	40862694	PEES
SRR6485325.14435	-10	-10	undetermined	H1_chr5	40990391	H2_chr5	40898746	PEES
SRR6485325.215257	0	0	undetermined	H1_chr5	41032695	H2_chr5	40941069	PEES
SRR6485325.86405	-3	-3	undetermined	H1_chr5	41056756	H2_chr5	40965487	PEES
SRR6485325.76449	-8	-8	undetermined	H1_chr5	41066303	H2_chr5	40975009	PEES
SRR6485325.33622	-15	-15	undetermined	H1_chr5	41087961	H2_chr5	40996652	PEES
SRR6485325.184871	0	0	undetermined	H1_chr5	41092344	H2_chr5	41001035	PEES
SRR6485325.185025	-23	none	H1_	H1_chr5	41119572	none	0	UGM
SRR6485325.78611	0	0	undetermined	H1_chr5	41138868	H2_chr5	41047535	PEES
SRR6485325.30841	0	0	undetermined	H1_chr5	41180539	H2_chr5	41089211	PEES
SRR6485325.78385	0	0	undetermined	H1_chr5	41195895	H2_chr5	41104572	PEES
SRR6485325.153501	-5	-5	undetermined	H1_chr5	41198027	H2_chr5	41106704	PEES
SRR6485325.143331	0	none	H1_	H1_chr5	41222698	none	0	UGM
SRR6485325.196828	-5	-5	undetermined	H1_chr5	41248800	H2_chr5	41161282	PEES
SRR6485325.57904	0	none	H1_	H1_chr5	41279761	none	0	UGM
SRR6485325.32001	0	0	undetermined	H1_chr5	41284291	H2_chr5	41196654	PEES
SRR6485325.71871	0	0	undetermined	H1_chr5	41291777	H2_chr5	41204130	PEES
SRR6485325.62073	0	0	undetermined	H1_chr5	41309935	H2_chr5	41221564	PEES
SRR6485325.139199	-15	-15	undetermined	H1_chr5	41316608	H2_chr5	41228234	PEES
SRR6485325.51525	0	0	undetermined	H1_chr5	41365160	H2_chr5	41268196	PEES
SRR6485325.147727	-5	-5	undetermined	H1_chr5	41404019	H2_chr5	41307870	PEES
SRR6485325.138582	0	none	H1_	H1_chr5	41417966	none	0	UGM
SRR6485325.170028	0	0	undetermined	H1_chr5	41431815	H2_chr5	41335993	PEES
SRR6485325.215937	0	0	undetermined	H1_chr5	41449602	H2_chr5	41353778	PEES
SRR6485325.50551	0	none	H1_	H1_chr5	41464957	none	0	UGM
SRR6485325.40806	0	0	undetermined	H1_chr5	41487789	H2_chr5	41391979	PEES
SRR6485325.119032	0	0	undetermined	H1_chr5	41505716	H2_chr5	41410816	PEES
SRR6485325.216224	0	0	undetermined	H1_chr5	41613997	H2_chr5	41519626	PEES
SRR6485325.112315	0	0	undetermined	H1_chr5	41622362	H2_chr5	41527993	PEES
SRR6485325.40921	-5	none	H1_	H1_chr5	41623384	none	0	UGM
SRR6485325.144129	0	0	undetermined	H1_chr5	41661174	H2_chr5	41566829	PEES
SRR6485325.241914	-5	-5	undetermined	H1_chr5	41710578	H2_chr5	41616154	PEES
SRR6485325.248425	-41	-41	undetermined	H1_chr5	41718316	H2_chr5	41623892	PEES
SRR6485325.5698	-21	-21	undetermined	H1_chr5	41739018	H2_chr5	41644599	PEES
SRR6485325.48520	-19	-19	undetermined	H1_chr5	41741306	H2_chr5	41646887	PEES
SRR6485325.57885	-16	-16	undetermined	H1_chr5	41749898	H2_chr5	41655469	PEES
SRR6485325.123044	-29	none	H1_	H1_chr5	41779968	none	0	UGM
SRR6485325.201096	0	none	H1_	H1_chr5	41816976	none	0	UGM
SRR6485325.66892	0	0	undetermined	H1_chr5	41847566	H2_chr5	41754553	PEES
SRR6485325.143260	0	0	undetermined	H1_chr5	41850352	H2_chr5	41757339	PEES
SRR6485325.224842	0	0	undetermined	H1_chr5	41855990	H2_chr5	36123786	PEES
SRR6485325.198904	0	0	undetermined	H1_chr5	41856048	H2_chr5	36123728	PEES
SRR6485325.189432	0	0	undetermined	H1_chr5	41857250	H2_chr5	41764233	PEES
SRR6485325.131705	0	0	undetermined	H1_chr5	41857460	H2_chr5	36122317	PEES
SRR6485325.137121	0	0	undetermined	H1_chr5	41857473	H2_chr5	41764456	PEES
SRR6485325.23262	0	0	undetermined	H1_chr5	41857688	H2_chr5	6433868	PEES
SRR6485325.134287	0	0	undetermined	H1_chr5	41878913	H2_chr5	41785872	PEES
SRR6485325.116105	0	0	undetermined	H1_chr5	41923456	H2_chr5	41829907	PEES
SRR6485325.15173	-3	-3	undetermined	H1_chr5	41926204	H2_chr5	81687130	PEES
SRR6485325.20972	-10	-10	undetermined	H1_chr5	41961925	H2_chr5	41866035	PEES
SRR6485325.199174	-10	-10	undetermined	H1_chr5	42051954	H2_chr5	41956134	PEES
SRR6485325.230499	0	0	undetermined	H1_chr5	42115245	H2_chr5	42019405	PEES
SRR6485325.12629	0	0	undetermined	H1_chr5	42135550	H2_chr5	42039716	PEES
SRR6485325.143581	0	0	undetermined	H1_chr5	42161897	H2_chr5	42066122	PEES
SRR6485325.210872	0	0	undetermined	H1_chr5	42173504	H2_chr5	42077728	PEES
SRR6485325.224452	-17	-17	undetermined	H1_chr5	42174228	H2_chr5	42078452	PEES
SRR6485325.147894	0	0	undetermined	H1_chr5	42211748	H2_chr5	42115942	PEES
SRR6485325.83428	0	0	undetermined	H1_chr5	42220455	H2_chr5	42124653	PEES
SRR6485325.157089	0	0	undetermined	H1_chr5	42233052	H2_chr5	42144162	PEES
SRR6485325.770	-9	-9	undetermined	H1_chr5	42240676	H2_chr5	42151787	PEES
SRR6485325.26244	0	0	undetermined	H1_chr5	42305355	H2_chr5	42216815	PEES
SRR6485325.164376	0	0	undetermined	H1_chr5	42325831	H2_chr5	42237618	PEES
SRR6485325.164325	-5	none	H1_	H1_chr5	42332159	none	0	UGM
SRR6485325.153785	0	none	H1_	H1_chr5	42347919	none	0	UGM
SRR6485325.63465	0	0	undetermined	H1_chr5	42422594	H2_chr5	42331169	PEES
SRR6485325.242847	-5	none	H1_	H1_chr5	42437177	none	0	UGM
SRR6485325.224136	0	0	undetermined	H1_chr5	42440283	H2_chr5	42348979	PEES
SRR6485325.4908	-6	-6	undetermined	H1_chr5	42470297	H2_chr5	42378974	PEES
SRR6485325.115707	0	0	undetermined	H1_chr5	42525280	H2_chr5	42433990	PEES
SRR6485325.52719	-8	-8	undetermined	H1_chr5	42538544	H2_chr5	42447254	PEES
SRR6485325.143483	-5	-5	undetermined	H1_chr5	42561406	H2_chr5	42470131	PEES
SRR6485325.240124	-5	none	H1_	H1_chr5	42570449	none	0	UGM
SRR6485325.37000	0	0	undetermined	H1_chr5	42604935	H2_chr5	42513689	PEES
SRR6485325.187976	0	0	undetermined	H1_chr5	42637524	H2_chr5	42546224	PEES
SRR6485325.103186	-5	-5	undetermined	H1_chr5	42675656	H2_chr5	42584198	PEES
SRR6485325.40822	-5	-5	undetermined	H1_chr5	42694298	H2_chr5	42602839	PEES
SRR6485325.208037	-15	-15	undetermined	H1_chr5	42752962	H2_chr5	42661491	PEES
SRR6485325.221309	-15	-15	undetermined	H1_chr5	42755772	H2_chr5	42664300	PEES
SRR6485325.220350	-29	-29	undetermined	H1_chr5	42760103	H2_chr5	42668629	PEES
SRR6485325.94093	0	0	undetermined	H1_chr5	42763430	H2_chr5	42671956	PEES
SRR6485325.237631	-10	-10	undetermined	H1_chr5	42770622	H2_chr5	42679148	PEES
SRR6485325.64023	-30	none	H1_	H1_chr5	42811695	none	0	UGM
SRR6485325.190005	0	0	undetermined	H1_chr5	42820817	H2_chr5	42728627	PEES
SRR6485325.114534	-10	-10	undetermined	H1_chr5	42877576	H2_chr5	42785387	PEES
SRR6485325.182675	0	0	undetermined	H1_chr5	42879165	H2_chr5	42786976	PEES
SRR6485325.27374	-6	-6	undetermined	H1_chr5	42890188	H2_chr5	42798004	PEES
SRR6485325.86130	0	0	undetermined	H1_chr5	42927171	H2_chr5	42834934	PEES
SRR6485325.78685	0	0	undetermined	H1_chr5	42973600	H2_chr5	42881011	PEES
SRR6485325.72226	0	0	undetermined	H1_chr5	43040583	H2_chr5	42947447	PEES
SRR6485325.97803	0	none	H1_	H1_chr5	43078788	none	0	UGM
SRR6485325.228492	0	0	undetermined	H1_chr5	43089862	H2_chr5	42997373	PEES
SRR6485325.84667	0	0	undetermined	H1_chr5	43116096	H2_chr5	43023686	PEES
SRR6485325.25824	0	0	undetermined	H1_chr5	43205906	H2_chr5	43113695	PEES
SRR6485325.56682	0	0	undetermined	H1_chr5	43210740	H2_chr5	43118563	PEES
SRR6485325.45249	-3	none	H1_	H1_chr5	43221482	none	0	UGM
SRR6485325.231665	-10	-10	undetermined	H1_chr5	43230631	H2_chr5	43138460	PEES
SRR6485325.70396	0	0	undetermined	H1_chr5	43339832	H2_chr5	43246294	PEES
SRR6485325.57599	0	0	undetermined	H1_chr5	43355722	H2_chr5	43262179	PEES
SRR6485325.66298	0	none	H1_	H1_chr5	43382332	none	0	UGM
SRR6485325.21615	0	none	H1_	H1_chr5	43416143	none	0	UGM
SRR6485325.27262	0	0	undetermined	H1_chr5	43418341	H2_chr5	43326918	PEES
SRR6485325.96160	0	0	undetermined	H1_chr5	43429849	H2_chr5	43338401	PEES
SRR6485325.150330	-5	-5	undetermined	H1_chr5	43500974	H2_chr5	43411505	PEES
SRR6485325.111987	0	none	H1_	H1_chr5	43525500	none	0	UGM
SRR6485325.98667	-20	none	H1_	H1_chr5	43574084	none	0	UGM
SRR6485325.36036	0	none	H1_	H1_chr5	43588873	none	0	UGM
SRR6485325.60491	0	0	undetermined	H1_chr5	43597044	H2_chr5	43510414	PEES
SRR6485325.43609	0	none	H1_	H1_chr5	43670888	none	0	UGM
SRR6485325.98441	0	0	undetermined	H1_chr5	43672383	H2_chr5	32169446	PEES
SRR6485325.145920	0	0	undetermined	H1_chr5	43676115	H2_chr5	70819424	PEES
SRR6485325.27950	0	0	undetermined	H1_chr5	43677383	H2_chr5	34223925	PEES
SRR6485325.11558	-5	none	H1_	H1_chr5	43678155	none	0	UGM
SRR6485325.232981	-17	none	H1_	H1_chr5	43694066	none	0	UGM
SRR6485325.84139	0	none	H1_	H1_chr5	43703739	none	0	UGM
SRR6485325.40850	0	none	H1_	H1_chr5	43721991	none	0	UGM
SRR6485325.5940	-3	-3	undetermined	H1_chr5	43766228	H2_chr5	43671174	PEES
SRR6485325.59559	-18	none	H1_	H1_chr5	43792054	none	0	UGM
SRR6485325.46513	0	none	H1_	H1_chr5	43805835	none	0	UGM
SRR6485325.65303	0	none	H1_	H1_chr5	43823834	none	0	UGM
SRR6485325.207260	0	none	H1_	H1_chr5	43865000	none	0	UGM
SRR6485325.104559	0	none	H1_	H1_chr5	43901860	none	0	UGM
SRR6485325.41817	0	0	undetermined	H1_chr5	43905944	H2_chr5	43810510	PEES
SRR6485325.178481	-10	-10	undetermined	H1_chr5	43908275	H2_chr5	43812839	PEES
SRR6485325.79643	-15	-15	undetermined	H1_chr5	43914142	H2_chr5	43818706	PEES
SRR6485325.36893	0	none	H1_	H1_chr5	43918680	none	0	UGM
SRR6485325.86916	0	none	H1_	H1_chr5	43937907	none	0	UGM
SRR6485325.127342	-15	-15	undetermined	H1_chr5	43953437	H2_chr5	43857965	PEES
SRR6485325.53241	-11	-11	undetermined	H1_chr5	43992000	H2_chr5	43896820	PEES
SRR6485325.61802	0	0	undetermined	H1_chr5	44019108	H2_chr5	78374867	PEES
SRR6485325.92567	0	0	undetermined	H1_chr5	44072580	H2_chr5	43978664	PEES
SRR6485325.222448	0	0	undetermined	H1_chr5	44115379	H2_chr5	44021429	PEES
SRR6485325.94301	0	0	undetermined	H1_chr5	44117790	H2_chr5	44023841	PEES
SRR6485325.37774	0	none	H1_	H1_chr5	44118240	none	0	UGM
SRR6485325.14341	-6	-6	undetermined	H1_chr5	44165616	H2_chr5	44071651	PEES
SRR6485325.1555	0	none	H1_	H1_chr5	44205136	none	0	UGM
SRR6485325.230690	0	0	undetermined	H1_chr5	44225478	H2_chr5	44131776	PEES
SRR6485325.182925	0	0	undetermined	H1_chr5	44237747	H2_chr5	44144081	PEES
SRR6485325.232550	-29	-29	undetermined	H1_chr5	44247741	H2_chr5	44154064	PEES
SRR6485325.244065	0	0	undetermined	H1_chr5	44312222	H2_chr5	44218987	PEES
SRR6485325.189950	0	0	undetermined	H1_chr5	44330523	H2_chr5	44234449	PEES
SRR6485325.194315	0	0	undetermined	H1_chr5	44384469	H2_chr5	44287521	PEES
SRR6485325.84533	-5	-5	undetermined	H1_chr5	44384916	H2_chr5	44287956	PEES
SRR6485325.104619	0	0	undetermined	H1_chr5	44442279	H2_chr5	44350825	PEES
SRR6485325.909	0	0	undetermined	H1_chr5	44494632	H2_chr5	44402843	PEES
SRR6485325.23836	0	0	undetermined	H1_chr5	44500878	H2_chr5	44409089	PEES
SRR6485325.2969	0	0	undetermined	H1_chr5	44541849	H2_chr5	44450082	PEES
SRR6485325.6076	-11	-11	undetermined	H1_chr5	44549326	H2_chr5	44457550	PEES
SRR6485325.225765	0	0	undetermined	H1_chr5	44563802	H2_chr5	44472019	PEES
SRR6485325.152359	0	0	undetermined	H1_chr5	44609808	H2_chr5	44518016	PEES
SRR6485325.174451	0	0	undetermined	H1_chr5	44625393	H2_chr5	44533551	PEES
SRR6485325.57351	-5	-5	undetermined	H1_chr5	44656460	H2_chr5	44564561	PEES
SRR6485325.238809	-5	-5	undetermined	H1_chr5	44747430	H2_chr5	44655991	PEES
SRR6485325.91643	-15	none	H1_	H1_chr5	44757540	none	0	UGM
SRR6485325.158864	0	none	H1_	H1_chr5	44758057	none	0	UGM
SRR6485325.67290	-5	-5	undetermined	H1_chr5	44770643	H2_chr5	44678988	PEES
SRR6485325.152366	-10	-10	undetermined	H1_chr5	44772670	H2_chr5	44681020	PEES
SRR6485325.239663	0	0	undetermined	H1_chr5	44783266	H2_chr5	44691640	PEES
SRR6485325.207631	0	0	undetermined	H1_chr5	44862204	H2_chr5	44770575	PEES
SRR6485325.234382	-5	-5	undetermined	H1_chr5	44880220	H2_chr5	44788586	PEES
SRR6485325.82525	0	0	undetermined	H1_chr5	44903770	H2_chr5	44812137	PEES
SRR6485325.142153	-5	-5	undetermined	H1_chr5	44908794	H2_chr5	44817161	PEES
SRR6485325.165153	0	0	undetermined	H1_chr5	44957549	H2_chr5	44865916	PEES
SRR6485325.70875	-19	-19	undetermined	H1_chr5	44997652	H2_chr5	44905605	PEES
SRR6485325.171316	-22	none	H1_	H1_chr5	45013184	none	0	UGM
SRR6485325.82181	0	none	H1_	H1_chr5	45042400	none	0	UGM
SRR6485325.132379	0	0	undetermined	H1_chr5	45057609	H2_chr5	44966301	PEES
SRR6485325.211658	0	0	undetermined	H1_chr5	45131499	H2_chr5	45040189	PEES
SRR6485325.44	-18	none	H1_	H1_chr5	45152582	none	0	UGM
SRR6485325.163666	0	0	undetermined	H1_chr5	45204194	H2_chr5	45112906	PEES
SRR6485325.196092	-5	none	H1_	H1_chr5	45362536	none	0	UGM
SRR6485325.103617	0	0	undetermined	H1_chr5	45365686	H2_chr5	45276613	PEES
SRR6485325.58367	0	0	undetermined	H1_chr5	45380226	H2_chr5	45291089	PEES
SRR6485325.77314	0	0	undetermined	H1_chr5	45477087	H2_chr5	45387948	PEES
SRR6485325.94761	0	0	undetermined	H1_chr5	45486171	H2_chr5	45397032	PEES
SRR6485325.53869	0	0	undetermined	H1_chr5	45493009	H2_chr5	45403870	PEES
SRR6485325.243841	0	0	undetermined	H1_chr5	45493031	H2_chr5	45403892	PEES
SRR6485325.73392	-13	-13	undetermined	H1_chr5	45509814	H2_chr5	45420675	PEES
SRR6485325.211835	0	none	H1_	H1_chr5	45571832	none	0	UGM
SRR6485325.46361	-10	-10	undetermined	H1_chr5	45592194	H2_chr5	45503057	PEES
SRR6485325.139539	0	0	undetermined	H1_chr5	45612486	H2_chr5	45523347	PEES
SRR6485325.60496	0	0	undetermined	H1_chr5	45668428	H2_chr5	45579334	PEES
SRR6485325.16620	0	0	undetermined	H1_chr5	45730569	H2_chr5	45641546	PEES
SRR6485325.142610	-5	none	H1_	H1_chr5	45791125	none	0	UGM
SRR6485325.98917	0	0	undetermined	H1_chr5	45816254	H2_chr5	45727179	PEES
SRR6485325.94069	0	none	H1_	H1_chr5	45827194	none	0	UGM
SRR6485325.152996	0	none	H1_	H1_chr5	45853546	none	0	UGM
SRR6485325.96196	0	0	undetermined	H1_chr5	46062375	H2_chr5	83915113	PEES
SRR6485325.22719	-5	none	H1_	H1_chr5	46062662	none	0	UGM
SRR6485325.36635	0	0	undetermined	H1_chr5	46085073	H2_chr5	46005229	PEES
SRR6485325.235380	0	0	undetermined	H1_chr5	46189771	H2_chr5	46110311	PEES
SRR6485325.216626	-8	-8	undetermined	H1_chr5	46253395	H2_chr5	46177884	PEES
SRR6485325.61889	0	0	undetermined	H1_chr5	46300991	H2_chr5	46225492	PEES
SRR6485325.134224	0	0	undetermined	H1_chr5	46394618	H2_chr5	66478681	PEES
SRR6485325.99980	0	none	H1_	H1_chr5	46395051	none	0	UGM
SRR6485325.250276	0	0	undetermined	H1_chr5	46395098	H2_chr5	46322503	PEES
SRR6485325.79428	-10	-10	undetermined	H1_chr5	46396410	H2_chr5	5719977	PEES
SRR6485325.168660	0	none	H1_	H1_chr5	46398822	none	0	UGM
SRR6485325.41131	-5	-5	undetermined	H1_chr5	46398829	H2_chr5	46326230	PEES
SRR6485325.194111	0	none	H1_	H1_chr5	46398918	none	0	UGM
SRR6485325.199091	-5	-5	undetermined	H1_chr5	46399273	H2_chr5	46326674	PEES
SRR6485325.7067	0	0	undetermined	H1_chr5	46399278	H2_chr5	46326679	PEES
SRR6485325.24922	0	0	undetermined	H1_chr5	46399609	H2_chr5	46327010	PEES
SRR6485325.76712	0	0	undetermined	H1_chr5	46399635	H2_chr5	46327036	PEES
SRR6485325.248631	0	0	undetermined	H1_chr5	46399649	H2_chr5	46327050	PEES
SRR6485325.146272	0	0	undetermined	H1_chr5	46409016	H2_chr5	45816556	PEES
SRR6485325.155810	0	0	undetermined	H1_chr5	46409435	H2_chr5	45816975	PEES
SRR6485325.133284	-3	-3	undetermined	H1_chr5	46409546	H2_chr5	45817086	PEES
SRR6485325.159178	0	0	undetermined	H1_chr5	46410458	H2_chr5	45817998	PEES
SRR6485325.210484	-5	-5	undetermined	H1_chr5	46410548	H2_chr5	45818088	PEES
SRR6485325.7580	-5	-5	undetermined	H1_chr5	46411367	H2_chr5	45818907	PEES
SRR6485325.58962	0	0	undetermined	H1_chr5	46413157	H2_chr5	43476287	PEES
SRR6485325.158335	0	0	undetermined	H1_chr5	46432675	H2_chr5	46352649	PEES
SRR6485325.159288	-5	none	H1_	H1_chr5	46473044	none	0	UGM
SRR6485325.154582	-3	-3	undetermined	H1_chr5	46498881	H2_chr5	39416071	PEES
SRR6485325.152872	-5	-5	undetermined	H1_chr5	46549896	H2_chr5	46479070	PEES
SRR6485325.15292	0	none	H1_	H1_chr5	46552893	none	0	UGM
SRR6485325.3377	-5	-5	undetermined	H1_chr5	46553495	H2_chr5	46482670	PEES
SRR6485325.129089	-5	-5	undetermined	H1_chr5	46581327	H2_chr5	37971058	PEES
SRR6485325.249226	0	0	undetermined	H1_chr5	46608280	H2_chr5	46530013	PEES
SRR6485325.144584	0	0	undetermined	H1_chr5	46644245	H2_chr5	46565912	PEES
SRR6485325.40621	0	0	undetermined	H1_chr5	46654282	H2_chr5	46575967	PEES
SRR6485325.165960	0	0	undetermined	H1_chr5	46698291	H2_chr5	46619760	PEES
SRR6485325.144572	0	none	H1_	H1_chr5	46705639	none	0	UGM
SRR6485325.236311	0	0	undetermined	H1_chr5	46746254	H2_chr5	46667747	PEES
SRR6485325.233542	-5	-5	undetermined	H1_chr5	46749069	H2_chr5	46670573	PEES
SRR6485325.185340	0	none	H1_	H1_chr5	46755262	none	0	UGM
SRR6485325.63919	0	none	H1_	H1_chr5	46755315	none	0	UGM
SRR6485325.57793	0	0	undetermined	H1_chr5	46757423	H2_chr5	46678896	PEES
SRR6485325.112899	0	none	H1_	H1_chr5	46763174	none	0	UGM
SRR6485325.48118	-5	none	H1_	H1_chr5	46779292	none	0	UGM
SRR6485325.224077	-25	none	H1_	H1_chr5	46806848	none	0	UGM
SRR6485325.103623	0	none	H1_	H1_chr5	46827207	none	0	UGM
SRR6485325.126974	-3	none	H1_	H1_chr5	46830985	none	0	UGM
SRR6485325.127460	0	none	H1_	H1_chr5	47071429	none	0	UGM
SRR6485325.144977	0	none	H1_	H1_chr5	47074729	none	0	UGM
SRR6485325.113379	0	0	undetermined	H1_chr5	47080299	H2_chr5	47001990	PEES
SRR6485325.241271	-5	none	H1_	H1_chr5	47163505	none	0	UGM
SRR6485325.219022	0	none	H1_	H1_chr5	47166896	none	0	UGM
SRR6485325.22153	0	none	H1_	H1_chr5	47172009	none	0	UGM
SRR6485325.242558	-5	-5	undetermined	H1_chr5	47173946	H2_chr5	47095943	PEES
SRR6485325.237183	-5	-5	undetermined	H1_chr5	47186979	H2_chr5	47108967	PEES
SRR6485325.56390	0	none	H1_	H1_chr5	47204439	none	0	UGM
SRR6485325.213047	0	0	undetermined	H1_chr5	47218767	H2_chr5	47140402	PEES
SRR6485325.5397	0	0	undetermined	H1_chr5	47221017	H2_chr5	47142655	PEES
SRR6485325.223789	-5	-5	undetermined	H1_chr5	47259390	H2_chr5	47180985	PEES
SRR6485325.9308	0	0	undetermined	H1_chr5	47336219	H2_chr5	47257818	PEES
SRR6485325.105674	-10	-10	undetermined	H1_chr5	47358579	H2_chr5	47280227	PEES
SRR6485325.13249	0	0	undetermined	H1_chr5	47399772	H2_chr5	28529571	PEES
SRR6485325.190540	-10	-10	undetermined	H1_chr5	47420923	H2_chr5	47342521	PEES
SRR6485325.207400	0	0	undetermined	H1_chr5	47442555	H2_chr5	47364154	PEES
SRR6485325.31704	-13	-13	undetermined	H1_chr5	47460487	H2_chr5	47382730	PEES
SRR6485325.215539	0	0	undetermined	H1_chr5	47469340	H2_chr5	47400004	PEES
SRR6485325.39314	0	none	H1_	H1_chr5	47515998	none	0	UGM
SRR6485325.114951	0	0	undetermined	H1_chr5	47551968	H2_chr5	47482241	PEES
SRR6485325.241117	-10	none	H1_	H1_chr5	47621432	none	0	UGM
SRR6485325.149017	0	0	undetermined	H1_chr5	47627764	H2_chr5	47558410	PEES
SRR6485325.207066	0	none	H1_	H1_chr5	47635057	none	0	UGM
SRR6485325.54076	0	0	undetermined	H1_chr5	47639388	H2_chr5	47570000	PEES
SRR6485325.28677	0	none	H1_	H1_chr5	47666515	none	0	UGM
SRR6485325.78657	-5	-5	undetermined	H1_chr5	47667549	H2_chr5	36268167	PEES
SRR6485325.146698	0	none	H1_	H1_chr5	47667863	none	0	UGM
SRR6485325.218740	0	0	undetermined	H1_chr5	47668520	H2_chr5	6340694	PEES
SRR6485325.124254	-5	-5	undetermined	H1_chr5	47669213	H2_chr5	36269829	PEES
SRR6485325.31091	-5	-5	undetermined	H1_chr5	47717201	H2_chr5	47647786	PEES
SRR6485325.244879	-10	-10	undetermined	H1_chr5	47791263	H2_chr5	47721885	PEES
SRR6485325.39045	-8	-8	undetermined	H1_chr5	47802175	H2_chr5	47732785	PEES
SRR6485325.146019	-10	-10	undetermined	H1_chr5	47805769	H2_chr5	47736379	PEES
SRR6485325.147433	-4	none	H1_	H1_chr5	47845966	none	0	UGM
SRR6485325.197943	-5	-5	undetermined	H1_chr5	47846810	H2_chr5	47777387	PEES
SRR6485325.28616	0	0	undetermined	H1_chr5	47876187	H2_chr5	47806428	PEES
SRR6485325.225807	0	none	H1_	H1_chr5	47940495	none	0	UGM
SRR6485325.91317	0	none	H1_	H1_chr5	47973141	none	0	UGM
SRR6485325.239438	0	0	undetermined	H1_chr5	47988885	H2_chr5	46252493	PEES
SRR6485325.130891	0	0	undetermined	H1_chr5	47988978	H2_chr5	46252400	PEES
SRR6485325.205009	0	0	undetermined	H1_chr5	47989351	H2_chr5	93477138	ES
SRR6485325.158905	0	0	undetermined	H1_chr5	47989395	H2_chr5	93477182	PEES
SRR6485325.126250	0	none	H1_	H1_chr5	48005502	none	0	UGM
SRR6485325.157149	0	none	H1_	H1_chr5	48018162	none	0	UGM
SRR6485325.11306	0	none	H1_	H1_chr5	48074504	none	0	UGM
SRR6485325.174554	-3	-3	undetermined	H1_chr5	48084870	H2_chr5	48093026	PEES
SRR6485325.128063	0	none	H1_	H1_chr5	48093094	none	0	UGM
SRR6485325.97061	0	0	undetermined	H1_chr5	48140379	H2_chr5	48036259	PEES
SRR6485325.82961	0	0	undetermined	H1_chr5	48149588	H2_chr5	87968334	PEES
SRR6485325.186276	0	0	undetermined	H1_chr5	48164798	H2_chr5	13833370	PEES
SRR6485325.204811	0	0	undetermined	H1_chr5	48168592	H2_chr5	5835915	PEES
SRR6485325.7300	-5	-5	undetermined	H1_chr5	48168827	H2_chr5	66451219	PEES
SRR6485325.84367	0	none	H1_	H1_chr5	48212309	none	0	UGM
SRR6485325.109369	0	none	H1_	H1_chr5	48230276	none	0	UGM
SRR6485325.235749	0	none	H1_	H1_chr5	48240942	none	0	UGM
SRR6485325.54996	0	none	H1_	H1_chr5	48246685	none	0	UGM
SRR6485325.134179	0	0	undetermined	H1_chr5	48294389	H2_chr5	47916560	PEES
SRR6485325.118670	0	0	undetermined	H1_chr5	48294402	H2_chr5	47916547	ES
SRR6485325.125964	0	0	undetermined	H1_chr5	48332779	H2_chr5	48135981	PEES
SRR6485325.147090	0	none	H1_	H1_chr5	48332783	none	0	UGM
SRR6485325.10998	0	none	H1_	H1_chr5	48333236	none	0	UGM
SRR6485325.40168	0	0	undetermined	H1_chr5	48336685	H2_chr5	36121111	PEES
SRR6485325.55609	0	0	undetermined	H1_chr5	48338118	H2_chr5	37204383	PEES
SRR6485325.241840	0	0	undetermined	H1_chr5	48361406	H2_chr5	48139744	PEES
SRR6485325.11076	-1	-1	undetermined	H1_chr5	48361762	H2_chr5	48140100	PEES
SRR6485325.40073	-11	-11	undetermined	H1_chr5	48364562	H2_chr5	48167763	PEES
SRR6485325.13135	-10	none	H1_	H1_chr5	48375082	none	0	UGM
SRR6485325.920	0	0	undetermined	H1_chr5	48379276	H2_chr5	48182472	PEES
SRR6485325.74012	-8	-8	undetermined	H1_chr5	48381833	H2_chr5	48185029	PEES
SRR6485325.164488	-5	-5	undetermined	H1_chr5	48409862	H2_chr5	48213062	PEES
SRR6485325.214688	0	0	undetermined	H1_chr5	48462692	H2_chr5	48265902	PEES
SRR6485325.173741	0	0	undetermined	H1_chr5	48504321	H2_chr5	48307517	PEES
SRR6485325.47244	-5	-5	undetermined	H1_chr5	48510655	H2_chr5	48313854	PEES
SRR6485325.135565	-3	none	H1_	H1_chr5	48511546	none	0	UGM
SRR6485325.238106	0	none	H1_	H1_chr5	48515373	none	0	UGM
SRR6485325.193181	0	none	H1_	H1_chr5	48515582	none	0	UGM
SRR6485325.179981	0	0	undetermined	H1_chr5	48516577	H2_chr5	46126981	PEES
SRR6485325.81746	0	0	undetermined	H1_chr5	48516740	H2_chr5	46126818	PEES
SRR6485325.127804	0	0	undetermined	H1_chr5	48563281	H2_chr5	48358260	PEES
SRR6485325.14650	-5	-5	undetermined	H1_chr5	48569862	H2_chr5	48364841	PEES
SRR6485325.216417	0	0	undetermined	H1_chr5	48576209	H2_chr5	48371200	PEES
SRR6485325.64671	0	0	undetermined	H1_chr5	48625936	H2_chr5	48420918	PEES
SRR6485325.136378	0	none	H1_	H1_chr5	48664832	none	0	UGM
SRR6485325.120762	-12	-12	undetermined	H1_chr5	48668122	H2_chr5	48463227	PEES
SRR6485325.78133	0	0	undetermined	H1_chr5	48814959	H2_chr5	48601075	PEES
SRR6485325.204164	-5	none	H1_	H1_chr5	48820818	none	0	UGM
SRR6485325.213506	0	0	undetermined	H1_chr5	48862011	H2_chr5	48648394	PEES
